

scaler:, MaxAbsScaler
estimator:, SVC 
generate_pandas_profiling_reports:, False 
process_preprocessed_data_of_uci:, False 
print_pair_plots:, False 
drop_correlated_features:, False 
drop_nan:, True 
encode_labels:, True 
minimumPercentageMissingToBeDropped:, 12 
oneHotEncodedFeatures:, ['cp'; 'restecg'] 
parameters:, {'classification__C': [110; 120; 130; 140; 150]; 'classification__gamma': [0.0001; 0.001; 0.01; 0.1]; 'classification__degree': [3; 4; 5; 6]; 'classification__kernel': ['linear'; 'rbf'; 'poly'; 'sigmoid']} 
Execution time in seconds:, 868.4448435306549
AUC mean:, 77.4563492063492
best_params:, {'classification__C': 130; 'classification__degree': 3; 'classification__gamma': 0.001; 'classification__kernel': 'rbf'} 
AUC:,[0.7777777777777778;0.7500000000000001;0.8726190476190476;0.7730158730158729;0.8027777777777778;0.703968253968254;0.7611111111111112;0.8297619047619048;0.801984126984127;0.6726190476190476]
,0,1,accuracy,macro avg,weighted avg
precision,0.7380952380952381;0.7368421052631579;0.8461538461538461;0.7272727272727273;0.8055555555555556;0.7058823529411765;0.7368421052631579;0.896551724137931;0.8387096774193549;0.8333333333333334,0.8333333333333334;0.7647058823529411;0.90625;0.8518518518518519;0.8;0.7027027027027027;0.7878787878787878;0.7857142857142857;0.775;0.6226415094339622,0.7777777777777778;0.75;0.8732394366197183;0.7746478873239436;0.8028169014084507;0.704225352112676;0.7605633802816901;0.8309859154929577;0.8028169014084507;0.676056338028169,0.7857142857142858;0.7507739938080495;0.8762019230769231;0.7895622895622896;0.8027777777777778;0.7042925278219396;0.7623604465709728;0.8411330049261083;0.8068548387096774;0.7279874213836478,0.7857142857142857;0.7507739938080494;0.8757787107258937;0.7886849717835633;0.8028169014084507;0.7042701359188518;0.7627198598288294;0.8403524595850967;0.8064061790095411;0.7265036761449198
recall,0.8611111111111112;0.7777777777777778;0.9166666666666666;0.8888888888888888;0.8055555555555556;0.6857142857142857;0.8;0.7428571428571429;0.7428571428571429;0.42857142857142855,0.6944444444444444;0.7222222222222222;0.8285714285714286;0.6571428571428571;0.8;0.7222222222222222;0.7222222222222222;0.9166666666666666;0.8611111111111112;0.9166666666666666,0.7777777777777778;0.75;0.8732394366197183;0.7746478873239436;0.8028169014084507;0.704225352112676;0.7605633802816901;0.8309859154929577;0.8028169014084507;0.676056338028169,0.7777777777777778;0.75;0.8726190476190476;0.7730158730158729;0.8027777777777778;0.7039682539682539;0.7611111111111111;0.8297619047619047;0.801984126984127;0.6726190476190476,0.7777777777777778;0.75;0.8732394366197183;0.7746478873239436;0.8028169014084507;0.704225352112676;0.7605633802816901;0.8309859154929577;0.8028169014084507;0.676056338028169
